"IDENTIFIANT";"N° FINESS/RPPS";"ANNEE_DE_RECEPTION";"ENCOURS_NB_RECLA_TOTAL";"ENCOURS_NB_RECLA_MOTIF_10";"ENCOURS_NB_RECLA_MOTIF_11";"ENCOURS_NB_RECLA_MOTIF_12";"ENCOURS_NB_RECLA_MOTIF_13";"ENCOURS_NB_RECLA_MOTIF_14";"ENCOURS_NB_RECLA_MOTIF_15";"ENCOURS_NB_RECLA_MOTIF_16";"ENCOURS_NB_RECLA_MOTIF_17";"ENCOURS_NB_RECLA_MOTIF_18";"ENCOURS_NB_RECLA_MOTIF_19";"ENCOURS_NB_RECLA_MOTIF_155";"ENCOURS_NB_RECLA_MOTIF_156";"CLOT_NB_RECLA_TOTAL";"CLOT_NB_RECLA_MOTIF_10";"CLOT_NB_RECLA_MOTIF_11";"CLOT_NB_RECLA_MOTIF_12";"CLOT_NB_RECLA_MOTIF_13";"CLOT_NB_RECLA_MOTIF_14";"CLOT_NB_RECLA_MOTIF_15";"CLOT_NB_RECLA_MOTIF_16";"CLOT_NB_RECLA_MOTIF_17";"CLOT_NB_RECLA_MOTIF_18";"CLOT_NB_RECLA_MOTIF_19";"CLOT_NB_RECLA_MOTIF_155";"CLOT_NB_RECLA_MOTIF_156"
;"760782821";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760782896";;;;;;;;;;;;;;;5;;;;;;;;;;;;
;"760782904";;4;;;;;;;;;;;;;3;;;;;;;;;;;;
;"760783027";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"760783035";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760783126";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"760783449";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760783522";;2;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760786020";;1;;;;;;;;;;;;;3;;;;;;;;;;;;
;"760786061";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"760790642";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760790659";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760790667";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"760790675";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"760790840";;7;;;;;;;;;;;;;2;;;;;;;;;;;;
;"760790907";;1;;;;;;;;;;;;;4;;;;;;;;;;;;
;"760790923";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"760790949";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"760790956";;8;;;;;;;;;;;;;3;;;;;;;;;;;;
;"760791277";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760791400";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760791608";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760791673";;3;;;;;;;;;;;;;3;;;;;;;;;;;;
;"760791681";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760792200";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"760792853";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760792879";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"760792978";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760794834";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"760796367";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"760799049";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760800631";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"760800730";;4;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760800912";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"760801605";;;;;;;;;;;;;;;4;;;;;;;;;;;;
;"760802058";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760802231";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760802330";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760802447";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"760802512";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760802520";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760802579";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760802660";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760802686";;5;;;;;;;;;;;;;3;;;;;;;;;;;;
;"760802876";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760802892";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"760802900";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"760802918";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760802959";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"760802967";;3;;;;;;;;;;;;;;;;;;;;;;;;;
;"760802975";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760802991";;6;;;;;;;;;;;;;;;;;;;;;;;;;
;"760803007";;2;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760803031";;;;;;;;;;;;;;;4;;;;;;;;;;;;
;"760804781";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760805770";;8;;;;;;;;;;;;;16;;;;;;;;;;;;
;"760806224";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"760910885";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760913590";;2;;;;;;;;;;;;;3;;;;;;;;;;;;
;"760913624";;3;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760913632";;1;;;;;;;;;;;;;7;;;;;;;;;;;;
;"760913731";;3;;;;;;;;;;;;;2;;;;;;;;;;;;
;"760914036";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"760915009";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"760915173";;3;;;;;;;;;;;;;3;;;;;;;;;;;;
;"760915181";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"760915405";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"760915553";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"760915579";;3;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760915587";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"760915702";;2;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760915967";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"760916122";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760916155";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760916171";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760916312";;5;;;;;;;;;;;;;2;;;;;;;;;;;;
;"760917005";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"760917609";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"760918052";;2;;;;;;;;;;;;;2;;;;;;;;;;;;
;"760918250";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"760918979";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"760919035";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"760919282";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760919589";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760919647";;7;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760919654";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760919829";;1;;;;;;;;;;;;;4;;;;;;;;;;;;
;"760919852";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"760919886";;5;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760920066";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"760920298";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760920413";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"760920496";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"760920603";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"760920629";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"760921015";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"760921247";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"760921304";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"760921809";;2;;;;;;;;;;;;;2;;;;;;;;;;;;
;"760922047";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"760922062";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"760922070";;2;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770000081";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770000131";;3;;;;;;;;;;;;;3;;;;;;;;;;;;
;"770000149";;5;;;;;;;;;;;;;5;;;;;;;;;;;;
;"770000156";;7;;;;;;;;;;;;;18;;;;;;;;;;;;
;"770000164";;2;;;;;;;;;;;;;8;;;;;;;;;;;;
;"770000172";;1;;;;;;;;;;;;;4;;;;;;;;;;;;
;"770000180";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770000214";;2;;;;;;;;;;;;;4;;;;;;;;;;;;
;"770000230";;;;;;;;;;;;;;;4;;;;;;;;;;;;
;"770000446";;6;;;;;;;;;;;;;13;;;;;;;;;;;;
;"770001345";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770001469";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770002319";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770003341";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"770003390";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770003408";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770003424";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"770004109";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770005668";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"770005999";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770006138";;;;;;;;;;;;;;;4;;;;;;;;;;;;
;"770006328";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770010288";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770010718";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770015071";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"770015147";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770015188";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"770015196";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770015360";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"770015386";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770015543";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"770016350";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770016459";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"770016467";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"770016509";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770016590";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"770016632";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"770016731";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"770016848";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"770016939";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770017119";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"770017291";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"770017358";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"770017416";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770017523";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770017598";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770017689";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"770018067";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"770018224";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"770018679";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770018802";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770019032";;12;;;;;;;;;;;;;17;;;;;;;;;;;;
;"770019115";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"770019123";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770019305";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"770019396";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"770020055";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"770020279";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"770020477";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"770021012";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770021178";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770021350";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770022374";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"770022580";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770023059";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770023315";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"770023430";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770023455";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"770023497";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770023505";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"770023570";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770023695";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"770023844";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770025070";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770026664";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"770027308";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770150043";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770300010";;2;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770300135";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"770300218";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"770310019";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"770600013";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770690022";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770690071";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770690204";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770690220";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"770690287";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"770690295";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"770690303";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770690352";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"770700060";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770700144";;3;;;;;;;;;;;;;;;;;;;;;;;;;
;"770700201";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770700540";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770700748";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770700979";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"770700987";;2;;;;;;;;;;;;;2;;;;;;;;;;;;
;"770701019";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770701068";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770701076";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770701118";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"770707586";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770790046";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770790558";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"770790707";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770790749";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770802031";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770802619";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770802635";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"770802650";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"770802775";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"770803088";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770803161";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"770803377";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770803419";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"770803443";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"770803492";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770803534";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"770803575";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770803682";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770803716";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"770803740";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"770808673";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770809218";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"770810901";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"770811222";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770811271";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770811313";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770811545";;3;;;;;;;;;;;;;;;;;;;;;;;;;
;"770811784";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"770813400";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"770813939";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770814044";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"770814093";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770814440";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770814671";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770814754";;4;;;;;;;;;;;;;2;;;;;;;;;;;;
;"770814804";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"770814861";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"770814895";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"770814994";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"770815140";;3;;;;;;;;;;;;;;;;;;;;;;;;;
;"770815223";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770815272";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"770815306";;3;;;;;;;;;;;;;4;;;;;;;;;;;;
;"770815397";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"770815470";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770815744";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"770815876";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"770816601";;2;;;;;;;;;;;;;2;;;;;;;;;;;;
;"780000196";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"780000204";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"780000246";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780000261";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"780000287";;13;;;;;;;;;;;;;2;;;;;;;;;;;;
;"780000295";;6;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780000303";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"780000311";;17;;;;;;;;;;;;;7;;;;;;;;;;;;
;"780000329";;8;;;;;;;;;;;;;;;;;;;;;;;;;
;"780000337";;5;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780000352";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"780000360";;2;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780000402";;3;;;;;;;;;;;;;2;;;;;;;;;;;;
;"780000410";;2;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780000428";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"780001384";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"780002069";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780002408";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780003299";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"780003828";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"780004529";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"780004669";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"780008298";;3;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780016382";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"780016770";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"780017216";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780018560";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"780018602";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780018727";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"780018826";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780019618";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"780020665";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"780021036";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"780021796";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780022356";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780022372";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780022737";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"780022745";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780022752";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780022760";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780022794";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780022877";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780023834";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780024261";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"780025813";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"780028015";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"780028155";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"780028247";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780028692";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780029245";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780029369";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"780029575";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"780140018";;2;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780140042";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"780140075";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780150066";;4;;;;;;;;;;;;;;;;;;;;;;;;;
;"780300075";;2;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780300109";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"780300125";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"780300182";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780300208";;2;;;;;;;;;;;;;3;;;;;;;;;;;;
;"780300323";;1;;;;;;;;;;;;;4;;;;;;;;;;;;
;"780300406";;5;;;;;;;;;;;;;;;;;;;;;;;;;
;"780300414";;2;;;;;;;;;;;;;3;;;;;;;;;;;;
;"780300422";;8;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780630026";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"780690038";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780690087";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"780690202";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"780690285";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"780700456";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"780700670";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780700688";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"780700746";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780700803";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"780700845";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780700985";;;;;;;;;;;;;;;5;;;;;;;;;;;;
;"780701041";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780701082";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780701538";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780701595";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780701645";;;;;;;;;;;;;;;6;;;;;;;;;;;;
;"780701652";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"780702676";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780800256";;26;;;;;;;;;;;;;6;;;;;;;;;;;;
;"780800587";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780800736";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780801502";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"780801650";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"780802021";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"780802138";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780802732";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780804035";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780804043";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"780804928";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"780808200";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"780809455";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"780820361";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"780820429";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780820916";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"780822037";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"780822110";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780822466";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780823100";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"780823191";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"780823415";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780823928";;3;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780824322";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780824587";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"780824884";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"780824942";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780824959";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"780825469";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780825675";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780825816";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"780826038";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780826053";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780826137";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"780826244";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"780826293";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"790000087";;3;;;;;;;;;;;;;10;;;;;;;;;;;;
;"790000129";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"790000145";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"790000186";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"790000301";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"790000335";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"790000376";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"790000426";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"790000442";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"790000459";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"790000681";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"790003552";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"790003602";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"790003693";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"790003719";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"790003750";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"790003776";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"790003842";;1;;;;;;;;;;;;;;;;;;;;;;;;;
