"IDENTIFIANT";"N° FINESS/RPPS";"ANNEE_DE_RECEPTION";"ENCOURS_NB_RECLA_TOTAL";"ENCOURS_NB_RECLA_MOTIF_10";"ENCOURS_NB_RECLA_MOTIF_11";"ENCOURS_NB_RECLA_MOTIF_12";"ENCOURS_NB_RECLA_MOTIF_13";"ENCOURS_NB_RECLA_MOTIF_14";"ENCOURS_NB_RECLA_MOTIF_15";"ENCOURS_NB_RECLA_MOTIF_16";"ENCOURS_NB_RECLA_MOTIF_17";"ENCOURS_NB_RECLA_MOTIF_18";"ENCOURS_NB_RECLA_MOTIF_19";"ENCOURS_NB_RECLA_MOTIF_155";"ENCOURS_NB_RECLA_MOTIF_156";"CLOT_NB_RECLA_TOTAL";"CLOT_NB_RECLA_MOTIF_10";"CLOT_NB_RECLA_MOTIF_11";"CLOT_NB_RECLA_MOTIF_12";"CLOT_NB_RECLA_MOTIF_13";"CLOT_NB_RECLA_MOTIF_14";"CLOT_NB_RECLA_MOTIF_15";"CLOT_NB_RECLA_MOTIF_16";"CLOT_NB_RECLA_MOTIF_17";"CLOT_NB_RECLA_MOTIF_18";"CLOT_NB_RECLA_MOTIF_19";"CLOT_NB_RECLA_MOTIF_155";"CLOT_NB_RECLA_MOTIF_156"
;"270009111";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"270009129";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"270009137";;4;;;;;;;;;;;;;1;;;;;;;;;;;;
;"270009228";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"270009343";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"270009855";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"270009970";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"270010051";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"270010069";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"270010697";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"270010713";;2;;;;;;;;;;;;;9;;;;;;;;;;;;
;"270011091";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"270011349";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"270011356";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"270012230";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"270012255";;2;;;;;;;;;;;;;2;;;;;;;;;;;;
;"270012297";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"270012750";;1;;;;;;;;;;;;;5;;;;;;;;;;;;
;"270012990";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"270013006";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"270013097";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"270013121";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"270013345";;2;;;;;;;;;;;;;4;;;;;;;;;;;;
;"270013477";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"270013568";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"270013782";;3;;;;;;;;;;;;;;;;;;;;;;;;;
;"270013808";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"270013857";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"270013923";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"270013964";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"270014087";;2;;;;;;;;;;;;;4;;;;;;;;;;;;
;"270014095";;8;;;;;;;;;;;;;1;;;;;;;;;;;;
;"270016058";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"270016488";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"270016678";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"270017239";;5;;;;;;;;;;;;;4;;;;;;;;;;;;
;"270017668";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"270017809";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"270018039";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"270018278";;3;;;;;;;;;;;;;2;;;;;;;;;;;;
;"270018898";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"270019169";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"270019326";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"270020381";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"270021298";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"270021439";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"270022668";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"270023492";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"270023583";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"270023914";;3;;;;;;;;;;;;;3;;;;;;;;;;;;
;"270024466";;3;;;;;;;;;;;;;2;;;;;;;;;;;;
;"270024524";;2;;;;;;;;;;;;;3;;;;;;;;;;;;
;"270024763";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"270024995";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"270025117";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"270025984";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"270026362";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"270026396";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"270026404";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"270026958";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"270027246";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"270027808";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"270029838";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"270030000";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"280000027";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"280000043";;;;;;;;;;;;;;;5;;;;;;;;;;;;
;"280000050";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"280000084";;8;;;;;;;;;;;;;11;;;;;;;;;;;;
;"280000100";;2;;;;;;;;;;;;;1;;;;;;;;;;;;
;"280000167";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"280000274";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"280000449";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"280000639";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"280000647";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"280000662";;3;;;;;;;;;;;;;6;;;;;;;;;;;;
;"280000696";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"280000704";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"280002155";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"280002254";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"280003633";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"280005984";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"280006172";;2;;;;;;;;;;;;;1;;;;;;;;;;;;
;"280006529";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"280006768";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"280007261";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"280007519";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"280500083";;1;;;;;;;;;;;;;3;;;;;;;;;;;;
;"280500117";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"280500489";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"280500505";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"280500828";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"280502998";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"280503004";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"280503012";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"280503392";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"280503426";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"280503582";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"280504168";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"280504267";;3;;;;;;;;;;;;;17;;;;;;;;;;;;
;"280504689";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"280504861";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"280504903";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"280505264";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"280505306";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"280505603";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"280505645";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"280505777";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"280505876";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290000025";;4;;;;;;;;;;;;;17;;;;;;;;;;;;
;"290000033";;1;;;;;;;;;;;;;5;;;;;;;;;;;;
;"290000058";;3;;;;;;;;;;;;;14;;;;;;;;;;;;
;"290000066";;1;;;;;;;;;;;;;3;;;;;;;;;;;;
;"290000140";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"290000173";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290000181";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"290000256";;;;;;;;;;;;;;;6;;;;;;;;;;;;
;"290000272";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"290000314";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"290000371";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290000413";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290000439";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290000629";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290000728";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290000736";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"290000785";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290000827";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290000884";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290000892";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290000934";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"290000975";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290002096";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"290002112";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290002179";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"290002187";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"290002195";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290002260";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"290002682";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290002898";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"290002930";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290004019";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290004092";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290004142";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290004324";;3;;;;;;;;;;;;;12;;;;;;;;;;;;
;"290004340";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"290004571";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290004704";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290004720";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"290004738";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"290004795";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290004993";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"290005891";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"290005909";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"290006352";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"290006527";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290007657";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290007830";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290008861";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290009497";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"290009711";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"290009935";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290011535";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290012061";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290012152";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290012434";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290012616";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290016864";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"290019777";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"290019942";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290020312";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"290020551";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"290020619";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290020627";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290021013";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"290021229";;;;;;;;;;;;;;;;;;;;;;;;;;;
;"290021526";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290023431";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290023696";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290023753";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290024959";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"290025204";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"290025352";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290025360";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"290025402";;2;;;;;;;;;;;;;2;;;;;;;;;;;;
;"290030154";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290030162";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290030188";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"290030428";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"290030634";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290030923";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"290031368";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290031806";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290031814";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"290032002";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290032044";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"290032911";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290033661";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"290035807";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290035906";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"290036540";;1;;;;;;;;;;;;;3;;;;;;;;;;;;
;"290036706";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"290037811";;;;;;;;;;;;;;;4;;;;;;;;;;;;
;"2A0000022";;;;;;;;;;;;;;;16;;;;;;;;;;;;
;"2A0000030";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"2A0000154";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"2A0000196";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"2A0000212";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"2A0000261";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"2A0000287";;;;;;;;;;;;;;;4;;;;;;;;;;;;
;"2A0000360";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"2A0000410";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"2A0000899";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"2A0001004";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"2A0001228";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"2A0001798";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"2A0001988";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"2A0002051";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"2A0002309";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"2A0002341";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"2A0002978";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"2A0003281";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"2A0003299";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"2A0003497";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"2A0003869";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"2A0004842";;5;;;;;;;;;;;;;2;;;;;;;;;;;;
;"2A0022554";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"2A0022778";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"2A0023099";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"2B0000012";;;;;;;;;;;;;;;7;;;;;;;;;;;;
;"2B0000038";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"2B0000145";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"2B0000400";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"2B0001341";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"2B0001739";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"2B0002323";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"2B0003016";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"2B0003107";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"2B0003289";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"2B0004139";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"2B0005359";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"2B0005912";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"300000023";;5;;;;;;;;;;;;;9;;;;;;;;;;;;
;"300000031";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"300000064";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"300000072";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"300000080";;2;;;;;;;;;;;;;1;;;;;;;;;;;;
;"030000061";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"030000079";;3;;;;;;;;;;;;;1;;;;;;;;;;;;
;"030000087";;1;;;;;;;;;;;;;3;;;;;;;;;;;;
;"300002169";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"300002201";;2;;;;;;;;;;;;;2;;;;;;;;;;;;
;"300003118";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"300004298";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"300006574";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"300007119";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"300011475";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"300011491";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"300012317";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"300012390";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"300012416";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"300012671";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"300012697";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"300012887";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"300012929";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"300013216";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"300013778";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"300013828";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"300014040";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"300015344";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"300017381";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"300017670";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"300019254";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"030007207";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"030008247";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"030008387";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"300780137";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"300780152";;2;;;;;;;;;;;;;3;;;;;;;;;;;;
;"300780251";;1;;;;;;;;;;;;;4;;;;;;;;;;;;
;"300780285";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"300780350";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"300780830";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"300781176";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"300781424";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"300781481";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"300782117";;8;;;;;;;;;;;;;18;;;;;;;;;;;;
;"300782125";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"300782208";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"300782216";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"300783503";;;;;;;;;;;;;;;4;;;;;;;;;;;;
;"300783511";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"300783529";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"300783545";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"300783669";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"300783743";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"300784675";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"300784873";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"300785169";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"300785284";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"300785565";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"300786506";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"300787090";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"300787470";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"300788015";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"300788502";;5;;;;;;;;;;;;;2;;;;;;;;;;;;
;"030780548";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"030780597";;3;;;;;;;;;;;;;;;;;;;;;;;;;
;"030780993";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"030781413";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"030784854";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"030785216";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"030785539";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"030785778";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"310000310";;1;;;;;;;;;;;;;6;;;;;;;;;;;;
;"310000369";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"310000484";;5;;;;;;;;;;;;;38;;;;;;;;;;;;
;"310012026";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"310013628";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"310018973";;;;;;;;;;;;;;;;;;;;;;;;;;;
;"310020938";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"310021571";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"310022785";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"310023007";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"310023023";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"310023668";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"310024922";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"310026083";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"310026927";;2;;;;;;;;;;;;;5;;;;;;;;;;;;
;"310780044";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"310780143";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"310780259";;2;;;;;;;;;;;;;5;;;;;;;;;;;;
;"310780283";;8;;;;;;;;;;;;;11;;;;;;;;;;;;
;"310780358";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"310780382";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"310780390";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"310780515";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"310781000";;3;;;;;;;;;;;;;7;;;;;;;;;;;;
;"310781067";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"310781174";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"310781505";;6;;;;;;;;;;;;;6;;;;;;;;;;;;
;"310781984";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"310782016";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"310782347";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"310782396";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"310783048";;2;;;;;;;;;;;;;1;;;;;;;;;;;;
;"310783055";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"310786389";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"310790209";;16;;;;;;;;;;;;;1;;;;;;;;;;;;
;"310790472";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"310793419";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"310797576";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"320000086";;8;;;;;;;;;;;;;10;;;;;;;;;;;;
;"320000102";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"320000110";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"320004369";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"320004807";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"320004930";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"320780067";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"320783178";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"320784333";;1;;;;;;;;;;;;;2;;;;;;;;;;;;
;"330000217";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"330000555";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"330000571";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"330000589";;4;;;;;;;;;;;;;5;;;;;;;;;;;;
;"330000605";;5;;;;;;;;;;;;;6;;;;;;;;;;;;
;"330000639";;6;;;;;;;;;;;;;1;;;;;;;;;;;;
;"330000647";;6;;;;;;;;;;;;;1;;;;;;;;;;;;
;"330000662";;;;;;;;;;;;;;;4;;;;;;;;;;;;
;"330007782";;;;;;;;;;;;;;;3;;;;;;;;;;;;
;"330012048";;5;;;;;;;;;;;;;;;;;;;;;;;;;
;"330017369";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"330020678";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"330020918";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"330021668";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"330022138";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"330022419";;2;;;;;;;;;;;;;3;;;;;;;;;;;;
;"330025099";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"330025198";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"330026279";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"330026618";;2;;;;;;;;;;;;;;;;;;;;;;;;;
;"330029018";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"330032749";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"330035619";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"330036518";;2;;;;;;;;;;;;;3;;;;;;;;;;;;
;"330041419";;1;;;;;;;;;;;;;1;;;;;;;;;;;;
;"330044439";;;;;;;;;;;;;;;2;;;;;;;;;;;;
;"330049610";;1;;;;;;;;;;;;;;;;;;;;;;;;;
;"330050618";;;;;;;;;;;;;;;7;;;;;;;;;;;;
;"330050758";;;;;;;;;;;;;;;1;;;;;;;;;;;;
;"330051129";;;;;;;;;;;;;;;1;;;;;;;;;;;;
